204.03451122053778,702.1649979144786
221.72135179840225,692.6334392551294
243.74432916650034,682.9615032231467
264.7201563391669,675.9090699417544
281.01124691301015,662.8878655252162
305.18103928295034,654.5398664987043
321.19615132470716,643.7075671311524
344.36486954834527,631.6311017183704
361.94266783423086,621.5470488257151
382.02093791866315,614.3350570821885
400.7552396577356,605.2839058254854
420.5088868702012,593.4928976825495
440.6222719745526,581.8919808167153
462.61650142549354,573.8743523992653
485.97817905231494,560.6182448631673
505.6065652234382,550.3892784735269
524.9695635020174,544.3634139587513
544.3055586278715,533.6051400513749
563.2280836014559,520.6404730091753
584.1221193970553,511.1227813967455
